iter	Logloss
498	0.3240777407
499	0.3238350939
500	0.3235654937
501	0.323461379
502	0.3229197473
503	0.322771912
504	0.322568157
505	0.3225304123
506	0.3221715953
507	0.3221337041
508	0.3220390309
509	0.3219207814
510	0.3217650438
511	0.3216060566
512	0.3212590978
513	0.3212190476
514	0.3211570528
515	0.3210349059
516	0.3208967371
517	0.3205681314
518	0.3204902352
519	0.3204546373
520	0.3203459289
521	0.3203058662
522	0.3199322238
523	0.3198943335
524	0.3195975016
525	0.3194955379
526	0.3193482895
527	0.3191211278
528	0.3189469736
529	0.3186431534
530	0.3184713402
531	0.3182611126
532	0.3181210379
533	0.3178023094
534	0.3176217631
535	0.3172950381
536	0.3172812939
537	0.3168725146
538	0.3166442915
539	0.3165263255
540	0.3163955705
541	0.3163227288
542	0.3161179218
543	0.3160472881
544	0.3156970081
545	0.3155403081
546	0.3152538759
547	0.3150777908
548	0.3149955056
549	0.3147219278
550	0.3145792973
551	0.3144321574
552	0.3141593525
553	0.3141027088
554	0.3140560465
555	0.3138159932
556	0.3136189337
557	0.3133453295
558	0.3131149111
559	0.313013743
560	0.3128285189
561	0.3126643684
562	0.3124377517
563	0.3123563979
564	0.3123448867
565	0.3121181836
566	0.3119084787
567	0.3118351539
568	0.311808477
569	0.3117925566
570	0.311636905
571	0.3115876141
572	0.3115594938
573	0.311261377
574	0.3111732378
575	0.3110446005
576	0.3109587379
577	0.3109285844
578	0.310686214
579	0.3105629709
580	0.3105342014
581	0.310407601
582	0.3103143056
583	0.3101950057
584	0.3101561075
585	0.3099938492
586	0.3098552909
587	0.3097279476
588	0.309401703
589	0.3092217455
590	0.3090993135
591	0.3089385371
592	0.3088217236
593	0.3086337372
594	0.308597328
595	0.3085708479
596	0.3084430158
597	0.3082875298
598	0.3079127314
599	0.3078845125
600	0.3077900163
601	0.3076225125
602	0.3075139794
603	0.3073157765
604	0.3071912654
605	0.3070744503
606	0.3067445828
607	0.306640478
608	0.3065171767
609	0.3063673715
610	0.3063080178
611	0.3062803525
612	0.3061792784
613	0.3059691624
614	0.3059270265
615	0.3057690171
616	0.3057376981
617	0.3053729866
618	0.3051713966
619	0.3051396933
620	0.3050713208
621	0.3048863347
622	0.304855678
623	0.3048210529
624	0.3045761784
625	0.3044960482
626	0.3044639727
627	0.3044286384
628	0.3041342956
629	0.3038967854
630	0.3038326197
631	0.3037319586
632	0.3034149341
633	0.3033511164
634	0.3032575215
635	0.3030927106
636	0.3028610656
637	0.3027487428
638	0.3027019949
639	0.3026809198
640	0.3026370923
641	0.3025915149
642	0.3024353318
643	0.3023049506
644	0.3019707981
645	0.3018214631
646	0.3017497334
647	0.3015573531
648	0.3014663412
649	0.3013710348
650	0.3010888384
651	0.3008714243
652	0.3006702397
653	0.3004680508
654	0.3003366624
655	0.3000019139
656	0.2999427203
657	0.2996810783
658	0.2995850221
659	0.2993770968
660	0.2993092473
661	0.2988753279
662	0.2988442255
663	0.2987948055
664	0.2986676491
665	0.2986042179
666	0.29858531
667	0.2985372028
668	0.2983038353
669	0.2982802872
670	0.2982237847
671	0.2980984441
672	0.2980485512
673	0.2980027499
674	0.2977807026
675	0.2977128399
676	0.297684927
677	0.2976699251
678	0.297505831
679	0.2974501243
680	0.2973984871
681	0.2973587367
682	0.2973085641
683	0.2972517262
684	0.2971813875
685	0.2970511018
686	0.2969081007
687	0.2968829962
688	0.2967797311
689	0.2965434745
690	0.2964620624
691	0.2964099687
692	0.296231743
693	0.2961082087
694	0.2958928105
695	0.2958024303
696	0.2956886788
697	0.2956182039
698	0.2954129227
699	0.2953376445
700	0.2950646451
701	0.2950553733
702	0.2948555018
703	0.2947531546
704	0.2945450013
705	0.2944169846
706	0.294220168
707	0.2941617293
708	0.2940196874
709	0.293926213
710	0.2937561409
711	0.2937105628
712	0.2935260258
713	0.2933784392
714	0.2933197181
715	0.2931495447
716	0.2931003648
717	0.2928719929
718	0.2927271963
719	0.2926810997
720	0.2924545687
721	0.2923887275
722	0.2923718807
723	0.2922958348
724	0.292140535
725	0.2920126463
726	0.2918570367
727	0.2917784052
728	0.2917346083
729	0.2914806252
730	0.2914265164
731	0.2911646263
732	0.2909701521
733	0.2909097673
734	0.2908463959
735	0.2907945605
736	0.2907420328
737	0.2906831056
738	0.2906613622
739	0.2905117535
740	0.2904516158
741	0.2904083463
742	0.2903263868
743	0.2902200412
744	0.2901054689
745	0.2900588809
746	0.290014476
747	0.2897701377
748	0.2895724406
749	0.2894072594
750	0.2892290603
751	0.2891676921
752	0.2891089706
753	0.2890686733
754	0.2890050894
755	0.2888676586
756	0.2888032283
757	0.2885456798
758	0.2883501483
759	0.28826447
760	0.2881843431
761	0.2880817919
762	0.2878645196
763	0.2877262935
764	0.2875319368
765	0.287316521
766	0.2872754635
767	0.2872452116
768	0.2871810574
769	0.2870692812
770	0.2869882095
771	0.2867992707
772	0.2867200152
773	0.2865463698
774	0.2864874776
775	0.286326491
776	0.2860380614
777	0.2858971028
778	0.2857888128
779	0.285721605
780	0.2855981479
781	0.2853941227
782	0.285344065
783	0.2853052862
784	0.285244977
785	0.285019031
786	0.2849053124
787	0.28484911
788	0.2847625721
789	0.2846769734
790	0.2844903182
791	0.2844146077
792	0.2842363598
793	0.2841846248
794	0.2840041359
795	0.2839876629
796	0.2839300446
797	0.2838154073
798	0.2837785641
799	0.2836794684
800	0.2836475575
801	0.2833400574
802	0.2832581551
803	0.2830714698
804	0.2830000713
805	0.2828918823
806	0.2828256222
807	0.282627341
808	0.2823953458
809	0.2823438501
810	0.2822808424
811	0.282244602
812	0.2821108324
813	0.2820793548
814	0.2819458075
815	0.2818699636
816	0.2816542929
817	0.2815599864
818	0.2813737332
819	0.2812690676
820	0.281227181
821	0.2809911209
822	0.2808356353
823	0.2807930739
824	0.2807343931
825	0.280636274
826	0.2806012507
827	0.2804095234
828	0.2803591109
829	0.2802485226
830	0.2800168809
831	0.2798751676
832	0.2798378873
833	0.2797740014
834	0.2797360803
835	0.2794931972
836	0.2794745511
837	0.2794092798
838	0.2793302608
839	0.2793151088
840	0.279291428
841	0.2792531353
842	0.2791507803
843	0.2790709953
844	0.2789898873
845	0.2787384676
846	0.2787032266
847	0.2786502609
848	0.278622655
849	0.2785129456
850	0.2784382596
851	0.2783574158
852	0.2783060977
853	0.2782571537
854	0.278179669
855	0.2780466448
856	0.2779493741
857	0.2776858113
858	0.2776003904
859	0.2773287382
860	0.2771784044
861	0.2770725741
862	0.2770045563
863	0.2768994173
864	0.276761771
865	0.2766794613
866	0.2765949061
867	0.2765330562
868	0.2761644985
869	0.2759821172
870	0.2758624004
871	0.2756696937
872	0.2755639832
873	0.2755208788
874	0.2753849681
875	0.2753300215
876	0.2751541414
877	0.2750992388
878	0.2749798121
879	0.2749481489
880	0.2748608756
881	0.2747515494
882	0.2746403705
883	0.2745642538
884	0.2745316567
885	0.2744401228
886	0.2743147929
887	0.2740689128
888	0.2739008852
889	0.2737836353
890	0.273738016
891	0.2736018395
892	0.2735393848
893	0.2734555334
894	0.2733250095
895	0.2731815896
896	0.2731299397
897	0.2731023782
898	0.2730168505
899	0.2728800024
900	0.2726197429
901	0.2725318177
902	0.2723626034
903	0.2723050061
904	0.2722425518
905	0.2719539501
906	0.2716782058
907	0.2714519081
908	0.2714112013
909	0.2713122949
910	0.2712601683
911	0.2711674648
912	0.2708906329
913	0.2708703378
914	0.2707512292
915	0.2707344144
916	0.2705307384
917	0.2702691519
918	0.2700504145
919	0.2699803151
920	0.2698894024
921	0.2698000851
922	0.2697418239
923	0.26961745
924	0.2695487248
925	0.26943993
926	0.2693227017
927	0.2690176377
928	0.2689337281
929	0.2686437371
930	0.2684175686
931	0.2683642561
932	0.2681802005
933	0.267993542
934	0.2677433674
935	0.2676098797
936	0.26741996
937	0.2671737967
938	0.267125705
939	0.2670572159
940	0.2668506328
941	0.2668147583
942	0.266739447
943	0.2666488368
944	0.2665569692
945	0.2664572727
946	0.2662913132
947	0.266162777
948	0.265963963
949	0.2658468886
950	0.2657994153
951	0.2657050692
952	0.2656906762
953	0.2655176297
954	0.2653655165
955	0.2652992816
956	0.2652356094
957	0.2651421808
958	0.2650351214
959	0.2649137899
960	0.2648306963
961	0.264728498
962	0.2645521135
963	0.2645347044
964	0.2644696889
965	0.2642803744
966	0.2640875086
967	0.2640403898
968	0.2638950031
969	0.2638601064
970	0.2635544352
971	0.2635341302
972	0.2634701335
973	0.2634464298
974	0.2633246656
975	0.2632530826
976	0.2631690515
977	0.2631000851
978	0.262957089
979	0.2629354722
980	0.262907405
981	0.26265125
982	0.2625248327
983	0.2621272942
984	0.2619767256
985	0.2619188596
986	0.2618691637
987	0.2617749629
988	0.261723769
989	0.2616916535
990	0.2616300856
991	0.2615068553
992	0.2612724116
993	0.2611032808
994	0.2610702869
995	0.2608594674
996	0.2606604921
997	0.2605461139
998	0.2604416966
999	0.2604292745
